OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y,
335,3.35028E+12,4381,Dr. Henry E. Perrine Academy of the Arts, ,8851 SW 168th St, ,Palmetto Bay,33157,305-235-2442,,E,K-5,840,550,S,25.61537,-80.33586,875012.1256,466447.9376,E316899,6/11/2020 9:42,E316899,3/24/2023 14:15,efc4e205-79e9-4523-a47d-be8f6113a21f,-8942947.327,2951521.325,
336,6.223E+11,7592,North Miami Adult Education, ,13110 NE 8th Ave, ,North Miami,33161,305-981-6774,,O,0,0,0, ,25.89694,-80.1833,924652.8735,569070.3136,E316899,6/11/2020 9:42,E316899,4/3/2023 13:32,626ad371-2f15-4fa6-8be3-873d9e8eed5a,-8925963.87,2986323.19,
337,3.02208E+12,6301,John F. Kennedy Middle, ,1075 NE 167th St, ,Miami-Dade,33162,305-947-1451,,M,8-Jun,1358,1082,N,25.92981,-80.17862,926114.4453,581024.1527,E316899,6/11/2020 9:42,E316899,7/14/2023 12:57,ce5ca0af-063c-4708-b90d-f07cca5fab11,-8925443.632,2990390.21,
338,1.4002E+11,9231,Transportation Center Central East,Central East,7011 SW 4th St, ,Miami,33144,305-227-1995,,A,0,0,0, ,25.76729,-80.3093,883475.3331,521709.2568,E316899,6/11/2020 9:42,E316899,4/5/2023 11:33,d25c6291-0ce0-4206-a52f-bc9c3ceda6c2,-8939990.831,2970288.325,
339,1.4104E+11,121,Auburndale Elementary PLC-H1, ,3255 SW 6th St, ,Miami,33135,305-445-3587,,PLC,0,0,0,C,25.7672,-80.25064,902780.9651,521780.2599,E316899,6/11/2020 9:42,E316899,3/24/2023 11:13,bcc69fd6-3087-4801-b6dd-f641d71bf57a,-8933460.899,2970276.602,
340,3.05014E+12,6701,Palmetto Middle, ,7351 SW 128th St, ,Pinecrest,33156,305-238-3911,,M,8-Jun,1202,832,S,25.65233,-80.3126,882607.18,479920.4301,E316899,6/11/2020 9:42,E316899,4/3/2023 14:46,1007c46a-edc1-40d7-97cc-ed74e44079c3,-8940358.039,2956084.904,
341,1.01091E+11,7901,New World School of the Arts, ,25 NE 2nd St, ,Miami,33132,305-237-3135,,S,12-Sep,420,456,C,25.77638,-80.19321,921663.5625,525228.625,E316899,6/11/2020 9:42,E316899,4/3/2023 13:20,576dc492-9018-4a79-aca9-4b85f4c6ebad,-8927067.137,2971411.438,
342,3.05904E+12,2521,Oliver Hoover Elementary, ,9050 Hammocks Blvd, ,Miami-Dade,33196,305-385-4382,,E,PK-5,854,660,S,25.68163,-80.43632,841805.7755,490374.7441,E316899,6/11/2020 9:42,E316899,4/3/2023 13:37,670f2855-552c-41ad-8970-a894326e0188,-8954130.415,2959702.913,
343,3.05007E+12,2891,William Lehman Elementary, ,10990 SW 113th Pl, ,Miami-Dade,33176,305-273-2140,,E,PK-5,935,567,S,25.66708,-80.37984,860430.4639,485169.2045,E316899,6/11/2020 9:42,E316899,4/5/2023 12:10,8fad28a7-2d2e-4e5c-ba84-d9ac2faf148a,-8947843.536,2957905.589,
344,1.41031E+11,801,Citrus Grove K-8 Center, ,2121 NW 5th St, ,Miami,33125,305-642-4141,,E,PK-8,2383,1700,C,25.77852,-80.23062,909347.9933,525932.1875,E316899,6/11/2020 9:42,E316042,6/25/2024 15:30,2a142148-04eb-4319-ac5c-911e0efde142,-8931231.535,2971675.779,
345,1.0202E+11,3191,Ada Merritt K-8 Center, ,660 SW 3rd St, ,Miami,33130,305-326-0791,,E,K-8,707,740,C,25.77055,-80.20483,917851.1557,523087.6148,E316899,6/11/2020 9:42,E316899,3/23/2023 15:20,c0e15fcc-e168-4bb8-be63-8676e01eada9,-8928361.064,2970691.177,
346,1.3123E+11,6011,Georgia Jones-Ayers Middle, ,1331 NW 46th St, ,Miami,33142,305-634-9787,,M,8-Jun,1154,552,C,25.81764,-80.21882,913144.7629,540173.8113,E316899,6/11/2020 9:42,E316899,3/31/2023 15:55,62431d83-1136-4f93-9420-abbcdc48c6f4,-8929918.652,2976512.666,
347,3.0401E+12,1721,Everglades K-8 Center,Lower Academy,8375 SW 16th St, ,Miami-Dade,33155,305-264-4154,,E,PK-8,691,626,C,25.75539,-80.33147,876200.8952,517345.5458,E316899,6/11/2020 9:42,E316899,3/17/2023 15:17,82a81e5f-3a62-43cd-9701-49772ea52627,-8942458.795,2968817.12,
348,3.01232E+12,2581,Madie Ives K-8 Preparatory Academy, ,20770 NE 14th Ave, ,Miami-Dade,33179,305-651-3155,,E,PK-8,1050,1037,N,25.9672,-80.17468,927326.624,594623.1254,E316899,6/11/2020 9:42,E316899,4/3/2023 12:39,769ca9fb-39fc-47c7-8976-d0b752a4cb67,-8925004.05,2995019.244,
349,1.32227E+12,241,Ruth K. Broad/Bay Harbor K-8 Center, ,1155 93rd St, ,Bay Harbor Islands,33154,305-865-7912,,E,PK-8,1327,1261,N,25.88414,-80.13211,941512.5348,564523.6005,E316899,6/11/2020 9:42,E316899,4/3/2023 15:25,769c0cda-f0d1-4cb6-aed5-d01fe7a07783,-8920265.515,2984738.551,
350,3.0311E+12,5861,Dr. Henry W. Mack/West Little K-8 Center, ,2450 NW 84th St, ,Miami-Dade,33147,305-691-6491,,E,PK-8,588,429,C,25.85037,-80.23884,906491.0192,552033.5215,E316899,6/11/2020 9:42,E316899,3/24/2023 14:19,bff4657f-7f06-4ab2-85f5-84471f7126ca,-8932146.861,2980561.405,
351,3.04029E+12,5121,Snapper Creek Elementary, ,10151 SW 64th St, ,Miami-Dade,33173,305-271-2111,,E,PK-5,686,389,S,25.70893,-80.35788,867591.1249,500415.143,E316899,6/11/2020 9:42,E316899,4/4/2023 15:26,4014ab7a-8a88-4416-a537-5f5c7656022f,-8945398.517,2963075.53,
352,1.3113E+11,1601,Edison Park K-8 Center, ,500 NW 67th St, ,Miami,33150,305-758-3658,,E,PK-8,614,440,C,25.83576,-80.20478,917725.7497,546787.001,E316899,6/11/2020 9:42,E316899,3/24/2023 15:51,de2226db-e4f6-41fd-92de-c615bdfc725b,-8928355.05,2978753.424,
353,3.03115E+12,4071,Agenoria S. Paschal/ Olinda Elementary School, ,5536 NW 21st Ave, ,Miami-Dade,33142,305-633-0308,,E,PK-5,560,299,C,25.82589,-80.23118,909060.3123,543151.0511,E316899,6/11/2020 9:42,E316899,3/23/2023 15:21,f9db4574-63fe-4cf6-9eb3-8729e02a8ead,-8931294.827,2977533.804,
354,4.2034E+11,7291,Jose Marti Mathematics & Science Technology Academy, ,5701 W 24th Ave, ,Hialeah,33016,305-557-5931,,S,12-Jun,1094,892,N,25.87485,-80.33053,876289.6808,560764.3987,E316899,6/11/2020 9:42,E316899,4/3/2023 12:07,d76b4179-4c9e-4c38-bbf2-58f736886b54,-8942354.047,2983588.954,
355,3.02124E+12,6281,Thomas Jefferson Biscayne Gardens K-8 Academy, ,525 NW 147th St, ,Miami-Dade,33168,305-681-7481,,E,PK-8,1329,799,N,25.90989,-80.20812,916464,573726.5622,E316899,6/11/2020 9:42,E316042,6/25/2024 15:32,649a8242-911a-45d0-8e75-0548eac81de0,-8928727.065,2987925.555,
356,3.02128E+12,9239,Transportation Center John H Schee,John H Schee,2755 NW 122nd St, ,Miami-Dade,33167,305-681-1576,,A,0,0,0, ,25.8861,-80.2439,904752.6451,565008.4417,E316899,6/11/2020 9:42,E316899,4/5/2023 11:34,a885eedc-0083-4fe1-836e-6843487978c1,-8932709.955,2984981.021,
357,3.06935E+12,41,Air Base K-8 Center for International Education, ,12829 SW 272nd St, ,Miami-Dade,33032,305-258-3676,,E,PK-8,1268,1101,S,25.51481,-80.39867,854480.6673,429798.8117,E316899,6/11/2020 9:42,E316899,3/23/2023 15:23,3bab7c37-dbff-45e3-91f0-6e2cb1595487,-8949939.148,2939111.393,
358,3.03122E+12,6031,Brownsville Middle, ,4899 NW 24th Ave, ,Miami-Dade,33142,305-633-1481,,M,8-Jun,1365,504,C,25.81955,-80.23555,907639.0625,540838.1252,E316899,6/11/2020 9:42,E316899,3/24/2023 12:47,09c59cfb-d02a-49cb-a40b-91dfec3ec0d3,-8931780.321,2976749.685,
359,3.04005E+12,6121,Ruben Dario Middle, ,350 NW 97th Ave, ,Miami-Dade,33172,305-226-0179,,M,8-Jun,802,573,C,25.77154,-80.35436,868638.616,523178.3934,E316899,6/11/2020 9:42,E316899,4/3/2023 15:25,d180c7cb-b147-4398-9bac-60af679042ee,-8945006.725,2970813.549,
360,4.2131E+11,4261,Palm Springs Elementary, ,6304 E 1st Ave, ,Hialeah,33013,305-822-0911,,E,PK-5,868,594,N,25.88001,-80.28103,892555.915,562726.47,E316899,6/11/2020 9:42,E316899,4/3/2023 14:41,b4df481e-c5e5-4d66-a77d-23c83b92c859,-8936843.632,2984227.551,
361,3.53029E+12,9411,ITS Annex Warehouse, ,2740 NW 104th Ct, ,Doral,33172,305-995-3331,,A,0,0,0, ,25.79895,-80.36641,864625.3749,533118.9999,E316899,6/11/2020 9:42,E316899,4/3/2023 11:42,7c2aeb29-82b9-4203-8055-30a268c91c12,-8946348.033,2974201.357,
362,1.3114E+11,7411,Miami Northwestern Senior High, ,1100 NW 71st St, ,Miami,33150,305-836-0991,,S,12-Sep,2309,1419,C,25.83898,-80.21392,914712.3259,547940.0329,E316899,6/11/2020 9:42,E316899,4/3/2023 13:05,7c3ae2f4-ab10-4761-8a85-4090d289ee1e,-8929372.526,2979151.938,
363,3.03103E+12,7601,William H. Turner Technical Arts High School, ,10151 NW 19th Ave, ,Miami-Dade,33147,305-691-8324,,S,12-Sep,1847,1175,C,25.86717,-80.2293,909595.416,558157.0142,E316899,6/11/2020 9:42,E316899,4/5/2023 12:00,52e40aac-a7aa-49f9-813b-0c206de227a3,-8931083.969,2982639.294,
364,8.2121E+11,4121,Dr. Robert  B. Ingram Elementary, ,600 Ahmad St, ,Opa-Locka,33054,305-688-4605,,E,PK-5,558,310,N,25.90445,-80.24784,903417.7083,571669.8336,E316899,6/11/2020 9:42,E316899,3/24/2023 14:25,08e4d5b8-add8-4a52-a138-ec40ad6dc4ab,-8933148.991,2987251.445,
365,3.42104E+12,461,Brentwood Elementary, ,3101 NW 191st St, ,Miami Gardens,33056,305-624-2657,,E,PK-5,874,446,N,25.94839,-80.25273,901719.8121,587634.563,E316899,6/11/2020 9:42,E316899,3/24/2023 12:42,b9ae19f5-ab44-497c-9b61-ad6bc096fd1b,-8933693.106,2992691.222,
366,6.2126E+11,2041,Benjamin Franklin K-8 Center, ,13100 NW 12th Ave, ,North Miami,33168,305-681-3547,,E,PK-8,722,551,C,25.89506,-80.22012,912553.6883,568313.625,E316899,6/11/2020 9:42,E316899,3/24/2023 12:31,4e940741-a7d1-49e2-a1aa-f6a8b6d5d46d,-8930062.128,2986090.649,
367,3.04032E+12,5421,Sunset Park Elementary, ,10235 SW 84th St, ,Miami-Dade,33173,305-279-3222,,E,PK-5,646,417,S,25.69141,-80.358,867583.4974,494047.7297,E316899,6/11/2020 9:42,E316899,4/4/2023 15:40,d215ec16-8dd4-4ff6-a5b4-48a3dc0756d1,-8945411.556,2960911.268,
368,3.06934E+12,771,William A. Chapman Elementary, ,27190 SW 140th Ave, ,Miami-Dade,33032,305-245-1055,,E,PK-5,620,560,S,25.51498,-80.41716,848381.4497,429834.6599,E316899,6/11/2020 9:42,E316899,4/5/2023 11:59,85d4e185-862e-4f3a-a6c4-09bc59e27a4d,-8951997.771,2939132.774,
369,2.3234E+11,761,Miami Beach Fienberg/Fisher K-8 Center, ,1420 Washington Ave, ,Miami Beach,33139,305-531-0419,,E,PK-8,896,848,N,25.78619,-80.13233,941674.5039,528922.5378,E316899,6/11/2020 9:42,E316899,4/3/2023 12:53,24d27418-047a-46cd-b7de-28a2e649c60a,-8920290.227,2972624.522,
370,3.0601E+12,6081,Cutler Bay Senior High, ,8601 SW 212th St, ,Cutler Bay,33189,305-235-1581,,M,12-Sep,1331,571,S,25.5711,-80.33048,876868.3238,450365.1994,E316899,6/11/2020 9:42,E316899,3/24/2023 13:16,0a346290-bde7-4d6d-ba94-09c3d33f9fd9,-8942347.714,2946056.5,
371,1.3219E+11,7081,Design & Architecture Senior High, ,4001 NE 2nd Ave, ,Miami,33137,305-573-7135,,S,12-Sep,404,481,C,25.81349,-80.19075,922392.6369,538720.6117,E316899,6/11/2020 9:42,E316899,3/24/2023 14:05,51046628-5630-4f3b-8ba6-80b63337509d,-8926792.475,2975999.253,
372,1.3123E+11,81,Lenora B. Smith Elementary, ,4700 NW 12th Ave, ,Miami,33127,305-635-0873,,E,PK-5,754,367,C,25.81883,-80.21695,913758.5577,540609.349,E316899,6/11/2020 9:42,E316899,4/3/2023 12:33,ed9dbb7b-afbc-482a-bf47-b175b13d7433,-8929710.084,2976659.603,
373,3.22015E+12,91,Bob Graham Education Center, ,15901 NW 79th Ave, ,Miami Lakes,33016,305-557-3303,,E,PK-8,1962,1496,N,25.9174,-80.32818,876984.6246,576234.0003,E316899,6/11/2020 9:42,E316899,3/24/2023 12:35,37bcda9a-6243-42c4-b56c-ae87d169ab4b,-8942091.958,2988854.367,
374,3.06018E+12,7351,Arthur & Polly Mays Conservatory of The Arts, ,11700 SW 216th St, ,Miami-Dade,33170,305-233-2300,,S,12-Jun,985,496,S,25.56591,-80.37998,860555.8819,448400.1977,E316899,6/11/2020 9:42,E316899,3/23/2023 15:53,2f6f92e3-098f-45b3-b797-95206755f0c0,-8947859.289,2945416.225,
375,3.04009E+12,7271,Miami Coral Park Senior High, ,8865 SW 16th St, ,Miami-Dade,33165,305-226-6565,,S,12-Sep,3372,2194,C,25.75531,-80.3389,873754.4414,517302.79,E316899,6/11/2020 9:42,E316899,4/3/2023 12:57,e06d1585-5033-4c9d-a6e3-9ce0cbaf8f21,-8943286.266,2968806.775,
376,4.3012E+11,5711,Mae M. Walters Elementary, ,650 W 33rd St, ,Hialeah,33012,305-822-4600,,E,PK-5,721,650,N,25.85127,-80.29547,887863.3187,552254.7288,E316899,6/11/2020 9:42,E316899,4/3/2023 12:40,e509ce44-41f4-432b-8f5d-601e7709f43b,-8938451.35,2980672.042,
377,3.0503E+12,9264,Maintenance Service Center 3, ,15301 SW 117th Ave, ,Miami-Dade,33177,305-235-4285,,A,0,0,0, ,25.6258,-80.38179,859860.7761,470164.7532,E316899,6/11/2020 9:42,E316899,4/3/2023 12:42,10fc1b67-9741-45ea-9e5c-11959569d764,-8948059.747,2952808.742,
378,3.04913E+12,5641,Village Green Elementary, ,12265 SW 34th St, ,Miami-Dade,33175,305-226-0441,,E,PK-5,438,266,S,25.7373,-80.39231,856205.1276,510674.9103,E316899,6/11/2020 9:42,E316899,4/5/2023 11:43,e89d63d2-589c-47e8-a42c-c6dd74bbe8fb,-8949231.868,2966581.807,
379,3.05003E+12,2701,Kenwood K-8 Center, ,9300 SW 79th Ave, ,Miami-Dade,33156,305-271-5061,,E,PK-8,1177,856,S,25.68428,-80.32359,878927.769,491514.3916,E316899,6/11/2020 9:42,E316899,4/3/2023 12:24,92d60cd8-0931-4c4d-903e-dad3554f1c50,-8941581.318,2960031.052,
380,3.42103E+12,1161,Crestview Elementary, ,2201 NW 187th St, ,Miami Gardens,33056,305-624-1495,,E,PK-5,714,283,N,25.94513,-80.23807,906543.1877,586476.8127,E316899,6/11/2020 9:42,E316899,3/24/2023 13:15,62e03909-dec0-484b-bc66-17f2759ce847,-8932061.489,2992287.44,
381,1.0792E+12,7151,Homestead Senior High School, ,2351 SE 12th Ave, ,Homestead,33034,305-245-7000,,S,12-Sep,2784,1995,S,25.44877,-80.45987,834394.3162,405712.2202,E316899,6/11/2020 9:42,E316899,3/17/2023 16:03,269599d3-7a66-42de-8083-cc219afac883,-8956751.92,2930968.183,
382,3.07901E+12,351,Chapman Partnership Early Childhood Center South, ,28205 SW 124th Ct, ,Miami-Dade,33033,305-416-7189,,E,PK,0,76,AC,25.50555,-80.39224,856617.026,426442.7937,E316899,6/11/2020 9:42,E316899,3/24/2023 13:00,c5255cc4-abac-49a3-bd39-4220772f086d,-8949223.238,2937969.166,
383,3.02127E+12,5901,Carrie P. Meek/Westview K-8 Center, ,2101 NW 127th St, ,Miami-Dade,33167,305-688-9641,,E,PK-8,587,584,C,25.89043,-80.23445,907850.2149,566600.5014,E316899,6/11/2020 9:42,E316899,3/24/2023 12:55,af1e612a-e6f8-4547-a73f-8779184906ba,-8931658.073,2985516.877,
384,3.03121E+12,3041,Lorah Park Elementary, ,5160 NW 31st Ave, ,Miami-Dade,33142,305-633-1424,,E,PK-5,564,269,C,25.82122,-80.24752,903696.0056,541422.459,E316899,6/11/2020 9:42,E316899,4/3/2023 12:37,b23d49ff-efff-41ce-b36f-a934cc03aba3,-8933113.436,2976956.228,
385,3.412E+11,7071,Coral Gables Senior High, ,450 Bird Rd, ,Coral Gables,33146,305-443-4871,,S,12-Sep,2906,2810,C,25.73368,-80.26321,898713.0619,509575.0941,E316899,6/11/2020 9:42,E316899,3/24/2023 13:10,03c5cc00-6b5a-4fda-a991-1ea8375d54e8,-8934859.855,2966134.242,
386,4.2035E+11,3421,M.A. Milam K-8 Center, ,6020 W 16th Ave, ,Hialeah,33012,305-822-0301,,E,PK-8,1067,1074,N,25.87746,-80.31557,881203.5988,561738.5985,E316899,6/11/2020 9:42,E316899,4/3/2023 12:38,65bc23a6-99ed-4309-9589-e0f48678fc3c,-8940688.761,2983911.939,
387,4.2025E+11,3981,North Twin Lakes Elementary, ,625 W 74th Pl, ,Hialeah,33014,305-822-0721,,E,PK-5,551,547,N,25.89026,-80.29628,887521.6642,566425.6091,E316899,6/11/2020 9:42,E316899,4/3/2023 13:35,3ee3e5a9-51f6-4fb6-9f78-6739257465dd,-8938541.284,2985496.085,
388,3.03101E+12,6411,Horace Mann Middle, ,8950 NW 2nd Ave, ,El Portal,33150,305-757-9537,,M,8-Jun,1468,506,C,25.85681,-80.20188,918631.6618,554443.9013,E316899,6/11/2020 9:42,E316899,3/17/2023 16:05,0183c58e-d8fa-4a17-81d2-5893f740a742,-8928032.733,2981357.189,
389,3.05908E+12,4511,Dr. Gilbert L. Porter Elementary PLC-Q, ,15751 SW 112th St, ,Miami-Dade,33196,305-382-0792,,PLC,0,0,0,S,25.66459,-80.45096,837011.9198,484160.4701,E316899,6/11/2020 9:42,E316899,3/24/2023 14:14,95238d63-1363-4121-85dc-bfef890729c4,-8955759.467,2957597.983,
390,3.04009E+12,1001,Coral Park Elementary, ,1225 SW 97th Ave, ,Miami-Dade,33174,305-221-5632,,E,PK-5,1060,937,C,25.75727,-80.35144,869625.1038,517995.2331,E316899,6/11/2020 9:42,E316899,3/24/2023 13:10,1f64edcc-eec0-4ea9-bb17-08551975dfe4,-8944681.672,2969049.218,
391,3.02135E+12,401,Van E. Blanton Elementary, ,10327 NW 11th Ave, ,Miami-Dade,33150,305-696-9241,,E,PK-5,616,419,C,25.86971,-80.21576,914039.9393,559107.5183,E316899,6/11/2020 9:42,E316899,4/5/2023 11:42,831bed0e-7f53-4448-a420-1d5ed7d72194,-8929577.522,2982953.854,
392,1.31361E+11,7791,Booker T. Washington Senior High, ,1200 NW 6th Ave, ,Miami,33136,305-324-8900,,S,12-Sep,1924,1059,C,25.7865,-80.20512,917722.8168,528883.9963,E316899,6/11/2020 9:42,E316899,3/24/2023 12:36,da22486f-4071-4be3-88df-7e80c12b3abb,-8928392.643,2972662.834,
393,3.05019E+12,3101,Frank C. Martin K-8 Center, ,14250 Boggs Dr, ,Miami-Dade,33176,305-238-3688,,E,PK-8,1323,698,S,25.63784,-80.37536,861957.4174,474550.7815,E316899,6/11/2020 9:42,E316899,3/31/2023 15:51,7aecf719-f806-4126-87f7-1f420ad237f8,-8947344.429,2954295.37,
394,3.03121E+12,9938,MDCPS Police General Investigations Unit, ,2950 NW 43rd Ter, ,Miami-Dade,33142,305-995-4100,,A,0,0,0, ,25.81425,-80.24358,905009.0245,538894.1259,E316899,6/11/2020 9:42,E316899,4/3/2023 12:48,aa12ddb1-26cd-489c-a15c-65bf6c2da398,-8932674.051,2976093.472,
395,3.02003E+12,2191,Spanish Lake Elementary, ,7940 NW 194th St, ,Miami-Dade,33015,305-816-0300,,E,PK-5,1637,1240,N,25.94904,-80.3317,875766.158,587727.632,E316899,6/11/2020 9:42,E316899,4/4/2023 15:38,7cb65037-4b6e-46ae-9793-248e36a0f362,-8942484.753,2992770.705,
396,3.05936E+12,9575,South Region Office, ,18180 SW 122nd Ave, ,Miami-Dade,33177,305-252-3041,,A,0,0,0, ,25.59915,-80.39007,857177.0096,460464.8771,E316899,6/11/2020 9:42,E316899,4/4/2023 15:32,b8f0a29c-7c40-4fed-9f99-7b4245e858ef,-8948981.514,2949518.357,
397,1.31271E+11,881,Comstock Elementary, ,2420 NW 18th Ave, ,Miami,33142,305-635-7341,,E,PK-5,625,608,C,25.79958,-80.22612,910782.7082,533595.1039,E316899,6/11/2020 9:42,E316899,3/24/2023 13:07,67e609db-2637-4857-bc00-c518c7221d04,-8930730.995,2974279.377,
398,3.05014E+12,4221,Palmetto Elementary, ,12401 SW 74th Ave, ,Pinecrest,33156,305-238-4306,,E,PK-5,668,651,S,25.65493,-80.31385,882189.3309,480860.4422,E316899,6/11/2020 9:42,E316899,4/3/2023 14:45,21c56947-5297-4673-b209-005a28fef97f,-8940497.588,2956405.024,
399,6.2216E+11,8231,North Miami Stadium - Ronald L Book Athletic Stadium, ,2555 NE 151st St, ,North Miami,33160,305-895-9840,,O,0,0,0, ,25.91648,-80.14872,935973.343,576242.6229,E316899,6/11/2020 9:42,E316899,4/3/2023 13:34,868d9abb-5960-4831-aa92-b46f8623c4c3,-8922115.08,2988740.611,
400,3.413E+11,5831,Henry S. West Laboratory School, ,5300 Carillo St, ,Coral Gables,33146,305-661-7661,,E,K-8,424,383,C,25.72117,-80.27389,895222.56,505008.4798,E316899,6/11/2020 9:42,E316899,4/3/2023 11:24,d5d8ec6a-e79d-49dc-b2cb-07e00f85b22e,-8936048.619,2964588.312,
401,1.3231E+11,7581,iPrep Academy, ,1500 Biscayne Blvd, ,Miami,33132,305-995-1929,,S,PK-12,1011,788,C,25.78977,-80.18951,922850.5848,530103.5472,E316899,6/11/2020 9:42,E316899,4/3/2023 11:39,5f3976fb-01a5-4e85-9a22-9715a3d874d8,-8926655.478,2973067.014,
402,3.4211E+12,8901,Parkway Educational Complex, MLTC,2349 NW 175th St, ,Miami Gardens,33056,305-624-9613,,O,0,0,0,N,25.93445,-80.23973,906022.7504,582590.4373,E316899,6/11/2020 9:42,E316899,4/3/2023 14:47,02b303a2-6ad9-461e-85db-f50e84bea3e0,-8932245.421,2990964.898,
403,3.02124E+12,361,District Office, ,560 NW 151st St, ,Miami-Dade,33169,305-681-5721,,A,0,0,0,N,25.91278,-80.2088,916234.1432,574774.4194,E316899,6/11/2020 9:42,E316899,3/17/2023 15:10,9cca1c6f-0eea-4f47-87ff-e5585698ad89,-8928802.761,2988282.806,
404,3.0201E+12,4281,Palm Springs North Elementary PLC-X, ,17615 NW 82nd Ave, ,Miami-Dade,33015,305-817-8910,,PLC,0,0,0,N,25.93463,-80.33397,875049.4574,582487.5888,E316899,6/11/2020 9:42,E316899,4/3/2023 14:45,e98add3b-1090-40bb-8c09-f74e129b3b16,-8942736.565,2990987.295,
405,3.04914E+12,2261,Greenglade Elementary, ,3060 SW 127th Ave, ,Miami-Dade,33175,305-223-5330,,E,PK-5,560,313,S,25.7394,-80.40055,853495.1828,511424.2666,E316899,6/11/2020 9:42,E316899,3/31/2023 15:59,c7a43303-5407-4aba-8b01-18bebb6caf6a,-8950147.101,2966840.81,
406,3.04131E+12,5401,Sunset Elementary, ,5120 SW 72nd St, ,Miami-Dade,33143,305-661-8527,,E,PK-5,1222,1182,C,25.70438,-80.27566,894673.7495,498901.4447,E316899,6/11/2020 9:42,E316899,4/4/2023 15:40,f30dc196-3346-4a3e-b819-b7da48600062,-8936245.499,2962513.384,
407,3.07903E+12,4391,Irving & Beatrice Peskoe K-8 Center, ,29035 SW 144th Ave, ,Miami-Dade,33033,305-242-8340,,E,PK-8,866,767,S,25.49687,-80.4241,846124.7177,423240.7703,E316899,6/11/2020 9:42,E316899,4/3/2023 11:40,6745c44a-e091-4fe0-bba7-bd3f656bf9ea,-8952769.124,2936898.408,
408,3.02003E+12,6161,Lawton Chiles Middle, ,8190 NW 197th St, ,Miami-Dade,33015,305-816-9101,,M,8-Jun,1076,577,N,25.95192,-80.3336,875137.6496,588774.0881,E316899,6/11/2020 9:42,E316899,4/3/2023 12:32,80bc0337-4415-45d0-a08f-91fe7a6a076d,-8942695.859,2993128.224,
409,3.04911E+12,2511,Zora Neale Hurston Elementary, ,13137 SW 26th St, ,Miami-Dade,33175,305-222-8152,,E,PK-5,1039,512,S,25.74704,-80.40726,851273.7359,514191.8273,E316899,6/11/2020 9:42,E316899,4/5/2023 12:29,3eb9b20f-7d4a-49f3-8c96-ea872f7cd7ed,-8950894.106,2967785.256,
410,3.04912E+12,3111,Wesley Matthews Elementary, ,12345 SW 18th Ter, ,Miami-Dade,33175,305-222-8150,,E,PK-5,703,543,S,25.75133,-80.39594,854990.0328,515766.5747,E316899,6/11/2020 9:42,E316899,4/5/2023 11:45,fd50840e-2f3f-45e8-b799-4b1e65e4692d,-8949634.874,2968314.998,
411,3.03122E+12,1561,Earlington Heights Elementary, ,4750 NW 22nd Ave, ,Miami-Dade,33142,305-635-7505,,E,PK-5,656,395,C,25.81761,-80.23303,908471.3249,540134.3924,E316899,6/11/2020 9:42,E316899,3/24/2023 14:59,9e6f5763-621c-4f93-80cf-322834c2ffff,-8931500.09,2976508.611,
412,1.32181E+11,3501,Morningside K-8 Center, ,6620 NE 5th Ave, ,Miami,33138,305-758-6741,,E,PK-8,666,416,C,25.83672,-80.18656,923714.8751,547174.8753,E316899,6/11/2020 9:42,E316899,4/3/2023 13:14,a0fa3eb1-e635-4a1e-a4ec-10797a9c0e12,-8926327.394,2978872.937,
413,3.05905E+12,1691,Christina M. Eve Elementary, ,16251 SW 99th St, ,Miami-Dade,33196,305-383-9392,,E,PK-5,890,541,S,25.6742,-80.45916,834292.9586,487642.6981,E316899,6/11/2020 9:42,E316899,3/24/2023 13:03,1c4b1b0a-2535-4488-bcbc-64f18d18f6b6,-8956673.539,2958785.114,
414,1.4105E+11,6331,Kinloch Park Middle, ,4340 NW 3rd St, ,Miami,33126,305-445-5467,,M,8-Jun,1316,696,C,25.77394,-80.26682,897441.9998,524200.1875,E316899,6/11/2020 9:42,E316899,4/3/2023 12:25,195eeae3-afa0-4e11-b195-d1dece37ae61,-8935262.151,2971109.808,
415,3.01231E+12,231,Aventura Waterways K-8 Center (Annex), ,750 Ives Dairy Rd, ,Miami-Dade,33179,305-933-5200,,E,K-8,614,0,N,25.95972,-80.18733,923184.2783,591878.5922,E316899,6/11/2020 9:42,E316899,11/18/2021 13:37,2108cdb7-a177-4b81-8a78-58000ab4f32a,-8926413.23,2994093.205,
416,3.06006E+12,7731,Miami Southridge Senior High, ,19355 SW 114th Ave, ,Miami-Dade,33157,305-238-6110,,S,12-Sep,2452,1985,S,25.58646,-80.3762,861769.6606,455875.9025,E316899,6/11/2020 9:42,E316899,4/3/2023 13:09,8c0113cb-27d1-4559-be65-b01670ed0312,-8947437.564,2947952.69,
417,3.04901E+12,6041,Paul W. Bell Middle, ,11800 NW 2nd St, ,Miami-Dade,33182,305-220-2075,,M,8-Jun,683,513,S,25.76911,-80.38806,857551.5363,522241.7002,E316899,6/11/2020 9:42,E316899,4/3/2023 14:50,569007f8-f9d4-4159-8eb3-5c87b1642802,-8948758.42,2970512.974,
